CustomerID,TotalPurchaseYTD,MaritalStatus,YearlyIncome,Gender,Education,Ocupation,HomeOwnerFlag,NumberCarsOwned,CommuteDistance,Age,YearsCustomer
16686,-3008.8,M,50001-75000,F,Bachelors,Professional,TRUE,1,5-10 Miles,60,21
28813,19.99,M,25001-50000,M,High School,Skilled Manual,TRUE,3,10+ Miles,51,19
23812,-0.01,S,25001-50000,M,Partial College,Clerical,FALSE,1,0-1 Miles,63,18
16777,-115.01,M,50001-75000,M,Bachelors,Management,TRUE,2,1-2 Miles,78,19
16306,-16.99,M,25001-50000,F,Partial College,Clerical,FALSE,2,0-1 Miles,44,19
25566,535.9918,M,0-25000,F,Partial College,Manual,TRUE,0,0-1 Miles,45,21
19804,16,S,50001-75000,M,Partial College,Professional,FALSE,2,5-10 Miles,48,19
29005,-69.99,S,50001-75000,M,Partial College,Professional,TRUE,2,10+ Miles,73,19
28123,-4.99,S,25001-50000,F,High School,Skilled Manual,TRUE,2,5-10 Miles,48,18
25133,1085.5025,S,50001-75000,F,Bachelors,Professional,TRUE,1,5-10 Miles,54,19
15371,1558.98,M,75001-100000,M,Partial College,Professional,FALSE,2,0-1 Miles,66,20
14020,4701.7704,S,75001-100000,F,Partial College,Skilled Manual,FALSE,2,1-2 Miles,68,19
19977,-1120.94,S,greater than 100000,F,Partial High School,Professional,TRUE,4,10+ Miles,52,20
26255,31.69,S,0-25000,M,Partial High School,Clerical,FALSE,2,0-1 Miles,67,18
19125,1666,S,25001-50000,M,Bachelors,Professional,FALSE,1,2-5 Miles,55,18
17736,1146.49,S,0-25000,F,High School,Manual,FALSE,0,1-2 Miles,45,21
12075,-1258.28,S,50001-75000,M,Bachelors,Management,TRUE,2,10+ Miles,78,20
25695,24,S,0-25000,F,Bachelors,Manual,FALSE,0,0-1 Miles,64,19
14494,-769.4875,M,50001-75000,M,Graduate Degree,Management,TRUE,2,5-10 Miles,69,19
18431,1647,M,25001-50000,M,Partial College,Professional,FALSE,2,5-10 Miles,70,18
28940,2375.08,M,75001-100000,F,Bachelors,Professional,TRUE,3,10+ Miles,48,19
17479,106.47,M,0-25000,F,Partial High School,Clerical,TRUE,2,5-10 Miles,74,19
21633,-45,M,25001-50000,M,Bachelors,Skilled Manual,TRUE,3,10+ Miles,57,19
23124,-29.99,S,75001-100000,M,Bachelors,Management,FALSE,1,2-5 Miles,50,18
28753,19.2,S,0-25000,F,Partial High School,Manual,FALSE,2,1-2 Miles,51,19
16282,-8.02,S,0-25000,F,High School,Manual,TRUE,2,0-1 Miles,59,19
22045,546.02,S,75001-100000,M,Bachelors,Management,FALSE,1,0-1 Miles,54,19
13997,408.5208,M,25001-50000,F,Partial College,Clerical,FALSE,2,1-2 Miles,75,20
12241,-2835.51,S,0-25000,F,Partial College,Manual,FALSE,1,0-1 Miles,43,20
25902,-5.01,M,50001-75000,M,Partial High School,Skilled Manual,TRUE,2,10+ Miles,70,19
12117,-85,M,50001-75000,M,Partial College,Professional,TRUE,1,2-5 Miles,71,19
18571,-1120.49,S,50001-75000,M,Graduate Degree,Professional,TRUE,0,2-5 Miles,56,19
15474,56.49,M,25001-50000,M,Bachelors,Skilled Manual,TRUE,0,2-5 Miles,53,20
18830,20,M,greater than 100000,F,Bachelors,Management,TRUE,3,5-10 Miles,61,18
17832,-24.99,M,25001-50000,M,Partial College,Clerical,TRUE,1,2-5 Miles,60,19
24070,31.69,S,0-25000,M,High School,Manual,FALSE,1,2-5 Miles,95,18
17763,-2.96,S,0-25000,F,Partial College,Manual,FALSE,1,2-5 Miles,53,19
13361,-123.36,M,50001-75000,M,Bachelors,Management,TRUE,3,2-5 Miles,76,20
14270,-208.965,S,50001-75000,M,Partial College,Skilled Manual,FALSE,2,1-2 Miles,48,20
16592,5,M,75001-100000,F,Partial College,Professional,TRUE,2,10+ Miles,70,19
17179,-19.5,S,50001-75000,M,High School,Professional,TRUE,2,10+ Miles,70,19
25738,2380.07,M,25001-50000,F,Bachelors,Clerical,TRUE,0,0-1 Miles,63,19
18747,-1120.94,S,50001-75000,F,Partial College,Skilled Manual,FALSE,1,0-1 Miles,66,21
21351,12.69,M,50001-75000,M,Graduate Degree,Management,TRUE,2,10+ Miles,82,18
25078,2363.06,M,25001-50000,M,High School,Skilled Manual,TRUE,2,2-5 Miles,60,18
21568,2473.6575,M,75001-100000,F,High School,Management,TRUE,4,10+ Miles,51,20
14304,707.3618,M,50001-75000,F,Bachelors,Professional,TRUE,1,0-1 Miles,61,19
19205,1179.86,M,0-25000,M,High School,Manual,FALSE,2,1-2 Miles,69,18
28231,19.2,S,75001-100000,M,Partial High School,Skilled Manual,TRUE,2,5-10 Miles,66,19
17808,54.97,S,0-25000,F,Partial High School,Manual,TRUE,2,0-1 Miles,59,19
25329,34.89,S,25001-50000,F,Partial College,Clerical,FALSE,2,0-1 Miles,48,19
21844,-30,M,75001-100000,M,Partial College,Professional,TRUE,1,2-5 Miles,68,19
29115,2389.06,M,50001-75000,F,High School,Skilled Manual,TRUE,2,5-10 Miles,66,19
26583,31.69,S,50001-75000,M,Partial College,Professional,FALSE,2,1-2 Miles,46,19
27792,-733.36,S,0-25000,F,High School,Manual,TRUE,1,0-1 Miles,59,19
25815,-30,M,75001-100000,F,Bachelors,Professional,TRUE,3,10+ Miles,47,19
15465,-5.66,M,0-25000,F,Partial College,Manual,FALSE,1,0-1 Miles,42,19
12384,879.8536,M,25001-50000,F,Bachelors,Skilled Manual,TRUE,1,0-1 Miles,49,20
27464,1.7,M,0-25000,F,High School,Skilled Manual,FALSE,2,1-2 Miles,78,18
12518,-8.99,S,25001-50000,F,Partial College,Clerical,FALSE,1,2-5 Miles,45,19
21860,-4.99,M,75001-100000,F,High School,Management,TRUE,4,5-10 Miles,75,19
28960,-20.01,M,greater than 100000,F,Partial High School,Professional,FALSE,4,10+ Miles,50,18
13411,4669.0704,M,greater than 100000,F,Partial College,Professional,FALSE,3,5-10 Miles,67,19
21495,5.99,M,50001-75000,M,High School,Professional,TRUE,2,10+ Miles,71,18
21963,30.01,M,75001-100000,F,Graduate Degree,Management,TRUE,2,0-1 Miles,55,19
13260,2537.33,M,greater than 100000,M,Partial College,Professional,TRUE,2,0-1 Miles,65,21
24127,531,S,25001-50000,M,Partial College,Clerical,FALSE,1,0-1 Miles,46,18
23112,518.5,S,25001-50000,M,High School,Skilled Manual,FALSE,2,1-2 Miles,48,19
19884,1080.48,M,50001-75000,M,High School,Professional,TRUE,2,2-5 Miles,71,21
17836,27.7,S,0-25000,F,High School,Manual,TRUE,1,2-5 Miles,45,19
21093,946.98,M,25001-50000,F,Bachelors,Skilled Manual,TRUE,0,0-1 Miles,58,19
12413,37.7,S,50001-75000,M,Graduate Degree,Skilled Manual,FALSE,0,1-2 Miles,56,19
27318,-15.01,M,75001-100000,M,Partial College,Professional,TRUE,1,10+ Miles,68,18
26110,-3374.99,M,50001-75000,M,High School,Professional,TRUE,0,1-2 Miles,68,20
15890,587.69,S,50001-75000,M,Bachelors,Management,TRUE,0,10+ Miles,75,19
11010,89.08,S,50001-75000,F,Bachelors,Professional,FALSE,1,5-10 Miles,59,21
16146,2260,M,75001-100000,F,Graduate Degree,Professional,TRUE,0,0-1 Miles,64,18
28189,563.18,S,50001-75000,M,Graduate Degree,Professional,FALSE,1,0-1 Miles,63,18
21790,25.48,M,50001-75000,M,Bachelors,Management,TRUE,0,10+ Miles,74,19
13615,87.03,S,50001-75000,F,Bachelors,Professional,FALSE,4,2-5 Miles,47,19
15305,-0.67,S,50001-75000,F,Bachelors,Management,TRUE,3,2-5 Miles,77,19
24935,34.3,S,50001-75000,M,Graduate Degree,Management,TRUE,2,10+ Miles,84,18
14684,31.68,M,50001-75000,M,Bachelors,Professional,TRUE,2,0-1 Miles,58,18
12352,20.77,M,75001-100000,M,High School,Management,FALSE,2,10+ Miles,49,18
15148,18.48,M,75001-100000,M,Bachelors,Professional,TRUE,4,10+ Miles,52,19
11641,214.95,M,25001-50000,M,Bachelors,Skilled Manual,TRUE,0,0-1 Miles,52,19
17571,1655.99,M,25001-50000,M,Bachelors,Skilled Manual,TRUE,1,2-5 Miles,53,19
12786,-21.98,M,25001-50000,M,Partial College,Clerical,TRUE,1,1-2 Miles,66,18
20525,1085.5,M,50001-75000,M,Bachelors,Management,TRUE,0,2-5 Miles,73,19
25637,2440.96,M,75001-100000,F,Graduate Degree,Skilled Manual,TRUE,0,0-1 Miles,56,19
25543,0.99,M,0-25000,M,Partial College,Manual,TRUE,0,0-1 Miles,66,18
26241,1238.8504,M,25001-50000,M,Graduate Degree,Skilled Manual,TRUE,0,1-2 Miles,48,20
21248,25,M,25001-50000,M,Bachelors,Management,TRUE,2,5-10 Miles,84,19
21049,27.7,S,0-25000,M,Partial College,Manual,FALSE,1,2-5 Miles,54,19
23495,-0.01,M,50001-75000,M,High School,Professional,TRUE,0,5-10 Miles,67,18
17618,-30,M,50001-75000,M,Bachelors,Skilled Manual,TRUE,3,10+ Miles,58,19
13211,12.99,M,50001-75000,M,Bachelors,Management,TRUE,2,2-5 Miles,77,18
21715,5,M,75001-100000,M,Graduate Degree,Skilled Manual,TRUE,0,1-2 Miles,64,19
13609,23.99,M,greater than 100000,M,High School,Management,TRUE,4,10+ Miles,73,19
11143,41.69,M,25001-50000,M,High School,Skilled Manual,TRUE,2,5-10 Miles,46,19
14486,2289.9925,M,greater than 100000,M,Graduate Degree,Management,TRUE,2,0-1 Miles,62,19
13058,570.98,M,25001-50000,M,High School,Skilled Manual,TRUE,2,5-10 Miles,47,20
24107,-116.01,M,25001-50000,M,Partial College,Clerical,TRUE,1,0-1 Miles,59,18
27026,-699.0964,S,25001-50000,M,High School,Clerical,FALSE,1,10+ Miles,67,20
23858,1124.49,M,50001-75000,M,Bachelors,Skilled Manual,TRUE,0,2-5 Miles,54,20
24954,1.6,M,25001-50000,M,High School,Professional,TRUE,2,10+ Miles,76,18
29034,-127.73,M,50001-75000,M,High School,Professional,FALSE,2,2-5 Miles,70,19
22282,505,S,25001-50000,M,Bachelors,Professional,FALSE,1,0-1 Miles,59,19
28615,-8.99,M,0-25000,M,Partial High School,Clerical,TRUE,2,1-2 Miles,65,19
27955,-31,M,greater than 100000,M,High School,Professional,FALSE,3,10+ Miles,71,19
19468,1.7,S,0-25000,M,Partial High School,Manual,TRUE,2,0-1 Miles,59,18
20057,29.99,S,0-25000,M,Partial High School,Manual,FALSE,2,1-2 Miles,52,18
20761,7.03,M,25001-50000,M,Partial College,Clerical,TRUE,1,1-2 Miles,66,19
26180,-4.99,S,25001-50000,M,Partial High School,Clerical,FALSE,2,5-10 Miles,45,18
11357,756.48,S,0-25000,M,Partial College,Manual,FALSE,1,2-5 Miles,43,21
22186,1066.5,S,50001-75000,M,Partial College,Skilled Manual,FALSE,2,1-2 Miles,47,18
28036,-3578.27,S,25001-50000,M,High School,Professional,FALSE,2,2-5 Miles,74,21
19358,-4,S,0-25000,M,High School,Manual,TRUE,1,2-5 Miles,44,18
12753,41.47,S,25001-50000,M,Partial College,Clerical,TRUE,1,1-2 Miles,51,19
22720,-29.99,M,greater than 100000,M,Graduate Degree,Management,TRUE,4,0-1 Miles,57,18
16738,25.98,M,25001-50000,M,Partial College,Clerical,FALSE,2,5-10 Miles,83,19
18896,5,M,0-25000,M,Partial High School,Clerical,FALSE,2,1-2 Miles,73,19
16838,-4,S,greater than 100000,M,Bachelors,Management,FALSE,3,1-2 Miles,58,18
13190,-2319.9925,S,greater than 100000,M,Graduate Degree,Management,TRUE,3,5-10 Miles,81,20
26854,1704.99,S,25001-50000,M,Bachelors,Professional,TRUE,0,0-1 Miles,57,18
22318,1066.5,S,25001-50000,M,High School,Manual,TRUE,1,2-5 Miles,51,18
12541,-8.99,M,25001-50000,M,Graduate Degree,Clerical,TRUE,0,0-1 Miles,60,19
17823,24.33,M,25001-50000,M,Partial College,Clerical,FALSE,0,0-1 Miles,59,19
27526,19.2,M,50001-75000,M,Partial College,Professional,TRUE,2,5-10 Miles,48,19
13096,66.41,M,50001-75000,M,High School,Professional,FALSE,2,1-2 Miles,65,18
24037,-539.99,S,0-25000,M,Partial College,Manual,FALSE,1,2-5 Miles,53,18
26919,-217.52,S,0-25000,M,High School,Manual,TRUE,2,0-1 Miles,46,19
23837,505,M,25001-50000,M,Bachelors,Skilled Manual,TRUE,0,0-1 Miles,52,18
15523,56.49,S,25001-50000,M,Bachelors,Professional,TRUE,1,2-5 Miles,59,20
28393,1146.49,S,25001-50000,M,Bachelors,Professional,TRUE,0,0-1 Miles,56,21
20096,0.5,M,25001-50000,M,High School,Skilled Manual,FALSE,2,0-1 Miles,67,19
17313,27.03,S,greater than 100000,F,Graduate Degree,Management,FALSE,3,1-2 Miles,56,19
23439,50.99,S,50001-75000,M,Bachelors,Professional,FALSE,1,5-10 Miles,57,19
28299,-3578.27,S,25001-50000,M,Partial College,Professional,FALSE,2,1-2 Miles,71,21
16599,114.99,M,greater than 100000,M,Bachelors,Management,TRUE,3,10+ Miles,72,19
24962,-32.6,M,25001-50000,M,High School,Professional,TRUE,1,2-5 Miles,75,19
27979,-4.99,M,75001-100000,M,Bachelors,Professional,TRUE,4,10+ Miles,51,19
18000,-1841.4,S,0-25000,M,High School,Manual,TRUE,1,0-1 Miles,59,19
13398,2317.7,M,50001-75000,M,Partial College,Professional,TRUE,1,10+ Miles,71,18
22366,-13.01,M,75001-100000,M,Graduate Degree,Skilled Manual,FALSE,0,0-1 Miles,64,19
14612,-30,M,50001-75000,M,Bachelors,Professional,TRUE,2,2-5 Miles,59,18
18686,-0.01,S,50001-75000,M,Graduate Degree,Skilled Manual,TRUE,0,1-2 Miles,51,19
17038,2202.28,S,75001-100000,M,Graduate Degree,Professional,TRUE,0,0-1 Miles,64,18
14449,1319.555,S,75001-100000,M,Partial College,Professional,FALSE,1,10+ Miles,58,19
17853,-20,S,0-25000,M,Partial High School,Manual,TRUE,2,1-2 Miles,49,19
15288,747.51,M,25001-50000,M,Graduate Degree,Skilled Manual,TRUE,0,1-2 Miles,49,20
13761,-2.51,M,50001-75000,M,Graduate Degree,Skilled Manual,TRUE,0,1-2 Miles,63,19
25098,1246.54,M,50001-75000,M,Partial College,Skilled Manual,FALSE,1,0-1 Miles,62,19
23634,-3.99,M,greater than 100000,M,High School,Management,FALSE,4,10+ Miles,73,19
13511,2415.98,S,0-25000,M,Partial College,Manual,TRUE,1,1-2 Miles,81,20
12101,37.7,S,50001-75000,M,Partial College,Professional,TRUE,2,10+ Miles,73,19
22519,681.77,M,25001-50000,M,Bachelors,Skilled Manual,TRUE,0,0-1 Miles,59,18
14631,830.49,M,50001-75000,M,Partial College,Skilled Manual,TRUE,1,0-1 Miles,61,19
18057,-1700.99,M,50001-75000,M,Graduate Degree,Professional,FALSE,1,0-1 Miles,55,18
22916,-49,M,50001-75000,F,Bachelors,Professional,TRUE,4,10+ Miles,55,18
20580,21.03,S,75001-100000,M,Partial College,Professional,TRUE,2,10+ Miles,70,19
11147,1386.04,M,50001-75000,M,Graduate Degree,Management,TRUE,1,0-1 Miles,84,21
11611,-2294.99,M,0-25000,M,Partial High School,Manual,FALSE,1,2-5 Miles,48,21
21302,-40.01,M,75001-100000,M,Partial High School,Skilled Manual,TRUE,2,5-10 Miles,68,19
15792,-1506.4292,M,50001-75000,M,Partial College,Skilled Manual,TRUE,1,0-1 Miles,63,19
16607,-1261.3,M,50001-75000,M,Bachelors,Professional,TRUE,3,10+ Miles,47,21
22558,-4.99,M,0-25000,M,Partial College,Manual,TRUE,0,0-1 Miles,65,19
15914,2292.7,S,50001-75000,M,Partial College,Professional,TRUE,2,10+ Miles,70,19
18700,-1863.3,S,50001-75000,M,Bachelors,Professional,FALSE,1,0-1 Miles,54,21
14417,830.4925,S,50001-75000,M,High School,Professional,TRUE,2,10+ Miles,71,19
19116,1165.49,S,50001-75000,M,Graduate Degree,Professional,TRUE,0,2-5 Miles,53,19
14827,789.49,S,25001-50000,M,Partial College,Clerical,TRUE,1,0-1 Miles,43,20
28625,-3578.27,S,25001-50000,M,Partial College,Clerical,FALSE,1,1-2 Miles,64,21
12025,2327.7,M,25001-50000,M,High School,Skilled Manual,TRUE,2,5-10 Miles,44,20
22868,24,S,0-25000,M,Partial High School,Manual,FALSE,2,1-2 Miles,42,18
19026,2.97,S,50001-75000,M,High School,Professional,TRUE,2,10+ Miles,70,19
20159,518.98,M,0-25000,M,Bachelors,Clerical,TRUE,0,0-1 Miles,43,20
27828,23.19,M,25001-50000,M,Partial College,Clerical,TRUE,2,0-1 Miles,44,19
12150,-35,M,greater than 100000,M,Graduate Degree,Management,TRUE,2,1-2 Miles,58,19
27122,716.35,S,0-25000,M,Partial College,Manual,FALSE,1,2-5 Miles,53,19
11536,2332.69,M,50001-75000,M,Graduate Degree,Skilled Manual,TRUE,0,1-2 Miles,64,20
13800,719.5,M,25001-50000,M,Partial College,Manual,FALSE,0,0-1 Miles,59,20
24359,2415.76,S,50001-75000,M,Bachelors,Professional,TRUE,1,2-5 Miles,64,19
25717,-159.1064,M,0-25000,M,Bachelors,Clerical,TRUE,0,0-1 Miles,44,21
18732,6.48,M,25001-50000,M,Partial College,Clerical,FALSE,2,0-1 Miles,90,18
27033,-19.5,S,0-25000,M,Partial High School,Clerical,FALSE,2,1-2 Miles,66,19
23884,476.49,M,75001-100000,M,Graduate Degree,Professional,TRUE,0,0-1 Miles,53,18
16436,298.375,S,25001-50000,M,Partial College,Clerical,TRUE,3,0-1 Miles,59,19
25388,1179.86,S,50001-75000,M,Bachelors,Skilled Manual,FALSE,0,0-1 Miles,53,19
16693,-1098.33,M,50001-75000,M,Partial College,Skilled Manual,TRUE,1,0-1 Miles,62,21
27431,-2049.0964,S,50001-75000,M,Partial College,Professional,FALSE,2,2-5 Miles,72,19
26088,0.5,M,75001-100000,M,High School,Professional,TRUE,2,5-10 Miles,61,18
23811,531,S,25001-50000,M,Partial College,Clerical,TRUE,1,1-2 Miles,64,18
12992,101.65,M,50001-75000,M,Bachelors,Professional,TRUE,1,2-5 Miles,54,19
23834,546.02,S,50001-75000,M,Graduate Degree,Skilled Manual,TRUE,0,2-5 Miles,50,18
24829,30.31,M,50001-75000,M,Graduate Degree,Professional,FALSE,0,0-1 Miles,57,19
15510,-30,M,50001-75000,M,Graduate Degree,Professional,TRUE,0,2-5 Miles,56,18
18850,2327.47,M,greater than 100000,M,Bachelors,Management,TRUE,3,2-5 Miles,62,18
28697,2344.06,M,25001-50000,F,Graduate Degree,Clerical,FALSE,0,0-1 Miles,52,18
13437,62.98,M,75001-100000,M,Partial College,Professional,TRUE,1,10+ Miles,59,19
17651,3121.8225,S,25001-50000,M,Partial College,Clerical,TRUE,2,0-1 Miles,52,20
13210,-2181.565,M,50001-75000,M,Bachelors,Management,TRUE,2,10+ Miles,77,20
12523,2285,S,0-25000,M,High School,Manual,FALSE,1,2-5 Miles,46,20
18902,-3024.3,M,25001-50000,M,High School,Skilled Manual,FALSE,2,1-2 Miles,71,21
21137,32.69,S,0-25000,M,Partial High School,Manual,FALSE,2,1-2 Miles,42,18
26055,-2384.07,S,75001-100000,M,Partial College,Professional,TRUE,4,2-5 Miles,57,20
20696,55.98,M,50001-75000,M,Bachelors,Skilled Manual,FALSE,2,0-1 Miles,58,19
23523,1085.4975,S,50001-75000,M,Bachelors,Professional,TRUE,2,5-10 Miles,59,20
13405,3577.1,M,greater than 100000,M,Partial College,Professional,TRUE,3,5-10 Miles,65,20
19664,-61,S,75001-100000,M,Bachelors,Management,FALSE,3,1-2 Miles,54,18
16039,-4.99,M,0-25000,M,Bachelors,Manual,TRUE,0,0-1 Miles,61,19
14949,3027.35,M,25001-50000,M,Bachelors,Skilled Manual,TRUE,2,0-1 Miles,57,21
15522,-16.99,M,50001-75000,M,Graduate Degree,Professional,TRUE,0,0-1 Miles,57,19
14182,-32.6,M,greater than 100000,M,Partial College,Professional,TRUE,4,10+ Miles,68,18
23171,15.98,M,25001-50000,M,Bachelors,Professional,FALSE,1,0-1 Miles,55,19
20263,-21.49,S,50001-75000,M,Partial College,Skilled Manual,TRUE,2,5-10 Miles,60,18
21398,5.99,M,50001-75000,M,Partial College,Skilled Manual,TRUE,2,5-10 Miles,47,18
29394,31.69,S,25001-50000,F,Partial College,Clerical,TRUE,1,2-5 Miles,60,19
29087,702.34,M,0-25000,M,Partial High School,Clerical,TRUE,2,5-10 Miles,72,19
26498,40.48,M,50001-75000,M,Partial College,Professional,TRUE,1,10+ Miles,74,19
11022,2317.7,M,25001-50000,M,Partial College,Skilled Manual,TRUE,1,5-10 Miles,44,19
21622,544.9818,M,50001-75000,M,Graduate Degree,Professional,TRUE,0,2-5 Miles,53,19
15351,1538.97,M,50001-75000,M,Partial College,Professional,TRUE,2,10+ Miles,70,20
20547,-13.01,M,50001-75000,M,Partial College,Professional,TRUE,1,2-5 Miles,69,18
28906,-4.99,M,75001-100000,M,High School,Professional,TRUE,2,10+ Miles,71,18
23333,19.98,M,25001-50000,M,Partial College,Skilled Manual,FALSE,2,1-2 Miles,47,19
21468,-45,M,50001-75000,M,Bachelors,Management,TRUE,2,10+ Miles,76,18
14797,719.5,S,0-25000,M,Partial High School,Manual,TRUE,2,0-1 Miles,58,20
11662,-10,S,50001-75000,M,Graduate Degree,Professional,TRUE,0,2-5 Miles,52,19
21098,51.48,M,0-25000,M,High School,Manual,FALSE,2,0-1 Miles,44,19
14317,26.69,S,50001-75000,M,Bachelors,Professional,TRUE,2,5-10 Miles,60,19
12414,32.71,S,50001-75000,M,Graduate Degree,Skilled Manual,FALSE,0,1-2 Miles,56,19
13774,-2798.79,S,0-25000,M,Partial High School,Manual,TRUE,1,0-1 Miles,55,21
20092,1099.49,M,25001-50000,M,Partial College,Clerical,TRUE,1,1-2 Miles,68,19
12178,2285,M,75001-100000,M,Partial High School,Skilled Manual,TRUE,2,5-10 Miles,68,20
15217,18.99,S,50001-75000,M,Partial College,Skilled Manual,TRUE,1,5-10 Miles,63,19
27470,518.98,M,25001-50000,F,Partial College,Clerical,FALSE,2,1-2 Miles,75,19
18066,2274.98,S,50001-75000,M,Bachelors,Management,TRUE,3,10+ Miles,77,18
19877,-69.99,M,50001-75000,M,Partial College,Professional,TRUE,1,2-5 Miles,72,18
16294,-4,M,25001-50000,M,Bachelors,Skilled Manual,TRUE,0,0-1 Miles,58,19
22155,-69.99,M,0-25000,M,Partial High School,Clerical,TRUE,2,5-10 Miles,74,18
25894,0.5,M,50001-75000,M,Partial College,Professional,TRUE,2,10+ Miles,71,19
16428,-1377.095,S,0-25000,M,High School,Manual,TRUE,1,0-1 Miles,59,20
25931,22.7,S,25001-50000,M,Partial College,Skilled Manual,TRUE,1,5-10 Miles,45,19
25153,47.09,S,75001-100000,M,Bachelors,Management,FALSE,4,0-1 Miles,57,18
15971,-30,M,25001-50000,M,Graduate Degree,Management,TRUE,2,1-2 Miles,87,19
14676,1599.6218,S,50001-75000,M,Bachelors,Professional,TRUE,4,10+ Miles,56,19
13249,4736.77,M,50001-75000,M,Partial College,Professional,TRUE,2,10+ Miles,70,19
29014,-6.01,M,50001-75000,M,Partial College,Professional,TRUE,2,10+ Miles,73,19
16087,2299.99,S,50001-75000,M,Graduate Degree,Professional,TRUE,0,2-5 Miles,52,18
28583,-3578.27,M,25001-50000,M,High School,Clerical,TRUE,1,2-5 Miles,68,21
20791,-9.99,M,25001-50000,M,Graduate Degree,Skilled Manual,TRUE,0,1-2 Miles,50,19
12829,2313.0018,S,0-25000,M,High School,Manual,TRUE,2,0-1 Miles,58,19
17217,62.98,M,75001-100000,F,Partial College,Management,TRUE,4,10+ Miles,72,19
15220,280.8936,S,50001-75000,M,Bachelors,Professional,FALSE,1,0-1 Miles,58,19
23588,32.69,M,75001-100000,M,Bachelors,Management,TRUE,0,1-2 Miles,54,19
19357,1055.8836,S,25001-50000,M,Partial College,Clerical,TRUE,1,0-1 Miles,43,21
23357,88.5,S,50001-75000,M,Partial College,Professional,TRUE,2,5-10 Miles,48,19
25130,2.7,M,50001-75000,M,Bachelors,Professional,FALSE,4,10+ Miles,58,19
28332,45.5,M,25001-50000,M,High School,Skilled Manual,TRUE,2,5-10 Miles,46,19
21416,1085.5,S,50001-75000,M,Partial College,Professional,FALSE,2,1-2 Miles,48,18
17246,-2778.79,S,75001-100000,M,Bachelors,Professional,TRUE,3,10+ Miles,52,21
25148,1179.86,M,50001-75000,M,High School,Professional,FALSE,2,1-2 Miles,65,19
11269,30.01,M,greater than 100000,M,Graduate Degree,Management,TRUE,2,0-1 Miles,58,18
19292,918,M,25001-50000,M,Bachelors,Clerical,TRUE,0,0-1 Miles,52,20
17373,1666,M,25001-50000,M,High School,Skilled Manual,FALSE,2,1-2 Miles,44,18
25206,-24.99,S,25001-50000,M,High School,Professional,TRUE,2,5-10 Miles,73,19
11306,-30.01,M,greater than 100000,M,Partial College,Professional,FALSE,4,2-5 Miles,62,19
14078,699.5,M,25001-50000,M,High School,Skilled Manual,TRUE,2,5-10 Miles,47,19
20952,32.69,S,0-25000,M,Partial High School,Manual,FALSE,2,0-1 Miles,48,18
26799,-28.99,M,25001-50000,M,Partial College,Skilled Manual,TRUE,1,5-10 Miles,46,18
18708,2473.66,M,greater than 100000,M,Graduate Degree,Management,TRUE,0,0-1 Miles,53,21
15412,-4.99,M,greater than 100000,M,Graduate Degree,Management,TRUE,3,2-5 Miles,85,18
16910,-28.01,M,greater than 100000,M,Graduate Degree,Management,TRUE,3,5-10 Miles,83,19
28657,-3578.27,S,50001-75000,M,Bachelors,Skilled Manual,TRUE,0,2-5 Miles,53,21
11873,-1268.3,M,50001-75000,M,Graduate Degree,Professional,FALSE,1,0-1 Miles,55,20
22174,515.5,M,25001-50000,M,High School,Skilled Manual,TRUE,2,5-10 Miles,70,20
23454,563.18,S,75001-100000,M,Partial College,Professional,FALSE,1,2-5 Miles,65,18
20646,1070.97,M,50001-75000,M,Graduate Degree,Skilled Manual,TRUE,0,0-1 Miles,50,18
15931,431.61,M,greater than 100000,M,Partial College,Professional,TRUE,4,5-10 Miles,68,19
15956,-4.99,M,greater than 100000,M,Bachelors,Management,TRUE,4,1-2 Miles,59,18
19341,1442.915,M,25001-50000,M,Bachelors,Professional,TRUE,0,0-1 Miles,56,20
24406,-122.41,M,greater than 100000,M,Bachelors,Management,TRUE,4,5-10 Miles,59,18
25770,-2294.99,M,75001-100000,M,High School,Professional,TRUE,2,2-5 Miles,66,18
28723,2349.08,S,25001-50000,M,Partial College,Clerical,FALSE,1,0-1 Miles,49,19
23793,34.3,S,25001-50000,M,High School,Clerical,FALSE,1,10+ Miles,67,19
13025,-1506.4292,M,25001-50000,M,Partial College,Clerical,FALSE,2,1-2 Miles,75,20
27919,-1194.2,S,50001-75000,M,Partial College,Skilled Manual,TRUE,2,5-10 Miles,50,21
12813,2302.0218,M,25001-50000,M,Bachelors,Clerical,TRUE,0,2-5 Miles,55,19
23068,32.69,M,50001-75000,M,Graduate Degree,Management,TRUE,2,10+ Miles,83,18
22677,-5,S,25001-50000,M,Partial College,Clerical,TRUE,2,0-1 Miles,57,18
18177,2642.455,M,greater than 100000,M,High School,Management,TRUE,3,0-1 Miles,72,19
15871,-30,M,50001-75000,M,Graduate Degree,Skilled Manual,TRUE,0,1-2 Miles,51,19
17522,47.98,M,greater than 100000,M,Bachelors,Management,TRUE,1,2-5 Miles,63,19
26429,337.5,S,75001-100000,M,Bachelors,Professional,FALSE,2,10+ Miles,46,20
14076,-28.01,M,25001-50000,M,High School,Skilled Manual,TRUE,2,5-10 Miles,46,19
19388,29.32,S,0-25000,M,Partial High School,Manual,FALSE,2,0-1 Miles,42,19
13115,4690.7518,S,greater than 100000,M,Graduate Degree,Management,TRUE,1,5-10 Miles,56,20
